Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.05.2017,5100918316,"£2,658.00",Nelson Transport,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.05.2017,5100918315,"-£2,658.00",Nelson Transport,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,15.05.2017,5100917957,"£11,885.00",CEL Leadership and Change Ltd,,,
Manchester City Council,Highways Services,Grounds Maintenance Costs,15.05.2017,5100917723,"£1,140.00",A P Broome Landscapes Ltd,,,
Manchester City Council,Childrens Services,Building Works,15.05.2017,5100917954,"£88,897.13",United Learning Trust,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,15.05.2017,5100918339,"£16,328.00",Redacted Personal Information,,,
Manchester City Council,Manchester Leisure,Refuse Collection,15.05.2017,5100918470,"£1,153,168.88",Biffa Municipal Limited,,,
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",15.05.2017,5100918467,"£1,106.12",Fabulous Fan Fayre Limited,,,
Manchester City Council,Chief Executives,Agency staff provision,15.05.2017,5100917825,£700.00,Sue Hill Recruitment & Services Ltd,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,15.05.2017,5100918388,"£3,000.00",Integra Consulting Engineers Ltd,,,
Manchester City Council,Highways Services,Cleaning Equipment,15.05.2017,5100917971,"£4,810.00",Halcyon Conservation Ltd,,,
Manchester City Council,Chief Executives,Printing,15.05.2017,5100918091,£553.00,John Baxter & Sons Ltd,,,
Manchester City Council,Chief Executives,Printing,15.05.2017,5100918093,-£553.00,John Baxter & Sons Ltd,,,
Manchester City Council,Housing General Fund,Building Works,15.05.2017,1905590769,"£5,240.76",UPS Building & Maintenance Ltd,,,
Manchester City Council,Housing General Fund,Building Works,15.05.2017,1905590775,"£5,120.86",UPS Building & Maintenance Ltd,,,
Manchester City Council,Housing General Fund,Building Works,15.05.2017,1905590770,"£4,830.57",UPS Building & Maintenance Ltd,,,
Manchester City Council,Regeneration Finance,Recruitment Expenses,15.05.2017,5100918378,"£6,999.00",Well Connected People,,,
Manchester City Council,Regeneration Finance,Recruitment Expenses,15.05.2017,5100918377,"£5,250.00",Well Connected People,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,15.05.2017,5100918385,£542.62,K L Properties,,,
Manchester City Council,Adult Social Care,Training and Development,15.05.2017,1905589594,£689.57,Vectair Systems Ltd,,,
Manchester City Council,Housing General Fund,Surplus property Acquisitions,15.05.2017,1905592446,"£20,000.00",ABACUS SOLICITORS LLP,,,
Manchester City Council,Housing General Fund,Surplus property Fees,15.05.2017,1905592446,"£1,216.00",ABACUS SOLICITORS LLP,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,15.05.2017,1905553545,"£5,000.00",TRP Consulting Ltd,,,
Manchester City Council,Highways Services,Legal Fees,15.05.2017,1905588947,"£1,712.00",BBH Legal Ltd,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,16.05.2017,5100918492,"£6,170.00",S G Equipment Finance Ltd,,,
Manchester City Council,Adult Social Care,Personal needs of client,16.05.2017,5100918344,"£9,726.22",Prism Medical UK Carefree Division,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592623,£573.20,Pasta King (Uk) Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592622,£522.00,Pasta King (Uk) Ltd,,,
Manchester City Council,Regeneration Finance,Expenditure re Internal Trading Ordered Externally,16.05.2017,5100918546,£524.17,Eastlands Trust Limited,,,
Manchester City Council,Adult Social Care,Training and Development,16.05.2017,5100918511,"£1,318.00",Ncfe,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,16.05.2017,5100917859,"£2,055.00",Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Highways Services,Professional fees,16.05.2017,5100914626,"£9,751.00",AECOM Limited,,,
Manchester City Council,Highways Services,Professional fees,16.05.2017,5100918473,"-£9,751.00",AECOM Limited,,,
Manchester City Council,Chief Executives,Agency staff provision,16.05.2017,5100918614,"£1,134.84",Network Ventures Ltd T/A Topcare,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.05.2017,5100917388,"£1,950.00",Didsbury Good Neighbours Ltd,,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,16.05.2017,5100918314,"£82,435.32",Keepmoat Regeneration (Bramall) Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592681,£939.44,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592777,£859.26,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592830,£757.64,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592686,£728.29,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592586,£710.20,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592539,£687.27,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592724,£680.95,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592544,£674.32,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592819,£670.55,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592592,£663.59,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592666,£655.58,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592815,£646.75,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592628,£633.83,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592740,£624.08,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592621,£614.96,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592800,£563.26,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592700,£557.48,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592626,£556.30,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592796,£553.80,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592552,£510.12,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592799,£506.56,Brake Bros Foodservice Ltd,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,16.05.2017,5100918479,"£66,430.00",Arboricultural Services Treework,,,
Manchester City Council,Regeneration Finance,Professional fees,16.05.2017,5100918483,£540.00,Arboricultural Services Treework,,,
Manchester City Council,Regeneration Finance,Grounds Maintenance Costs,16.05.2017,5100918481,£600.00,Arboricultural Services Treework,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.05.2017,5100917669,"£2,625.00",Wai Yin Society,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.05.2017,5100917666,"£2,250.00",Wai Yin Society,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.05.2017,5100917833,"£1,500.00",George House Trust,,,
Manchester City Council,Manchester Leisure,Professional fees,16.05.2017,5100918547,£924.30,J Cavanagh Ltd T/a Fallowfield,,,
Manchester City Council,GMIST (Greater Mcr Integrated),Payments for services,16.05.2017,5100918515,"£74,400.00",Rochdale MBC,,,
Manchester City Council,Adult Social Care,Rents,16.05.2017,5100918265,"£4,947.66",Irwell Valley Housing Association,,,
Manchester City Council,Adult Social Care,Rents,16.05.2017,5100918265,"£4,947.66",Irwell Valley Housing Association,,,
Manchester City Council,Adult Social Care,Rents,16.05.2017,5100918265,"£4,947.66",Irwell Valley Housing Association,,,
Manchester City Council,Adult Social Care,Rents,16.05.2017,5100918265,"£4,947.66",Irwell Valley Housing Association,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.05.2017,5100918272,"£1,612.50",GMCVO,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,16.05.2017,5100918041,"£8,463.00",Turner & Townsend Cost,,,
Manchester City Council,Highways Services,Compensation Payments,16.05.2017,1905592435,"£11,750.00",Express Solicitors,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,16.05.2017,5100918486,"£12,490.55",Hideaway Youth Project,,,
Manchester City Council,Highways Services,Hire of Machinery,16.05.2017,5100918619,"£1,777.54",A T G Access Ltd,,,
Manchester City Council,Highways Services,Hire of Machinery,16.05.2017,5100918620,"£1,777.54",A T G Access Ltd,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.05.2017,5100917793,"£2,175.00",Burnage Good Neighbours,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.05.2017,5100917893,"£2,175.00",Burnage Good Neighbours,,,
Manchester City Council,Highways Services,Legal Fees,16.05.2017,1905589849,"£2,630.00",Simpson Millar LLP,,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,16.05.2017,5100918618,"-£1,457.20",Cornflower Ltd,,,
Manchester City Council,Highways Services,Legal Fees,16.05.2017,1905592416,"£2,202.99",Department For Work & Pensions,,,
Manchester City Council,Highways Services,Payments to Contractors,16.05.2017,5100918493,"£6,972.67",National Car Parks Ltd Season Ticke,,,
Manchester City Council,Highways Services,Payments to Contractors,16.05.2017,5100918490,"£4,738.81",National Car Parks Ltd Season Ticke,,,
Manchester City Council,Highways Services,Rents,16.05.2017,5100918488,"£24,486.16",National Car Parks Ltd Season Ticke,,,
Manchester City Council,Highways Services,Rents,16.05.2017,5100918488,"£1,562.94",National Car Parks Ltd Season Ticke,,,
Manchester City Council,Chief Executives,Advertising,16.05.2017,5100918482,£559.64,Newsquest (North West) Ltd,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,16.05.2017,5100917919,"£69,000.00",Manchester Working Ltd,,,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,16.05.2017,5100917700,"£3,321.20",Manchester Working Ltd,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,16.05.2017,5100917911,"£24,303.63",Manchester Working Ltd,,,
Manchester City Council,Chief Executives,Funeral and coroner related services,16.05.2017,5100918502,£567.30,Redacted Personal Information,,,
Manchester City Council,Chief Executives,Funeral and coroner related services,16.05.2017,5100918507,"£2,696.90",Redacted Personal Information,,,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,16.05.2017,1905592415,"£4,500.00",Heptonstalls LLP,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,16.05.2017,5100918352,"£25,039.51",Cruden Group Ltd,,,
Manchester City Council,Corporate Services,Grant and subscriptions awarded,16.05.2017,5100918613,"£4,645.00",L G Futures,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592597,£705.33,Chicken Joes Limited,,,
Manchester City Council,Housing Revenue Account,Subsistence and Conference Expenses,16.05.2017,5100915596,"£1,254.00",HQN Limited,,,
Manchester City Council,Chief Executives,Goods Received Invoice Received,16.05.2017,5100916831,"£1,730.71",Essentra Security Ltd,,,
Manchester City Council,Chief Executives,Goods Received Invoice Received,16.05.2017,5100918571,"-£1,730.71",Essentra Security Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592817,£627.85,Ralph Livesey Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592872,£539.95,Ralph Livesey Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,16.05.2017,1905592895,£508.61,Ralph Livesey Ltd,,,
Manchester City Council,Chief Executives,Examination Fees,16.05.2017,5100918569,"£3,267.50",ROAR Forensics Ltd,,,
Manchester City Council,Chief Executives,Examination Fees,16.05.2017,5100918572,"£2,767.50",ROAR Forensics Ltd,,,
Manchester City Council,Chief Executives,Examination Fees,16.05.2017,5100918566,"£1,625.00",ROAR Forensics Ltd,,,
Manchester City Council,Chief Executives,Examination Fees,16.05.2017,5100918568,"£1,270.00",ROAR Forensics Ltd,,,
Manchester City Council,Chief Executives,Examination Fees,16.05.2017,5100918567,£550.00,ROAR Forensics Ltd,,,
Manchester City Council,Manchester Leisure,Grant Payments,16.05.2017,5100918538,"£29,045.82",GMPLN,,,
Manchester City Council,Chief Executives,Funeral and coroner related services,16.05.2017,5100918497,£940.50,Middleton Funeralcare,,,
Manchester City Council,Adult Social Care,Home Care ,16.05.2017,5100918558,"£1,104.00",Community Minded Ltd,,,
Manchester City Council,Adult Social Care,Home Care ,16.05.2017,5100918559,£996.00,Community Minded Ltd,,,
Manchester City Council,Adult Social Care,Home Care ,16.05.2017,5100918561,£632.00,Community Minded Ltd,,,
Manchester City Council,Manchester Leisure,Grant Payments,16.05.2017,1905590744,"£4,000.00",Blackley in Bloom,,,
