Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,
Manchester City Council,Adult Social Care,Professional fees,10.07.2018,5100984533,"£1,500.00",Redacted Personal Information,,
Manchester City Council,Chief Executives,Agency staff provision,10.07.2018,5100984540,"£1,493.12",Deekay Technical Recruitment Ltd,,
Manchester City Council,Adult Social Care,Equipment,10.07.2018,5100984782,"£1,450.00",Ultimate Healthcare,,
Manchester City Council,Chief Executives,Printing,10.07.2018,5100984886,"£1,430.00",Astra Signs,,
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,10.07.2018,5100984476,"£1,415.85",Sitewatch Fire & Surveillance Ltd,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,10.07.2018,5100984942,"£1,365.00",Jetchem Systems Limited,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,10.07.2018,5100984940,"£1,265.35",Jetchem Systems Limited,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,10.07.2018,5100984767,"£1,124.80",Transport for Greater Manchester,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,10.07.2018,5100984768,"£1,124.80",Transport for Greater Manchester,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,10.07.2018,5100984934,"£1,083.00",Jetchem Systems Limited,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,10.07.2018,5100984593,"£1,000.00",GVA Grimley Ltd,,
Manchester City Council,Corporate Services,Grant Payments,10.07.2018,5100983822,£979.14,Croner-I Ltd,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,10.07.2018,5100984945,£969.50,Jetchem Systems Limited,,
Manchester City Council,Corporate Services,Signers/Interpreters Fees,10.07.2018,5100984547,£962.50,Interpreting Solutions Ltd,,
Manchester City Council,Adult Social Care,Training and Development,10.07.2018,5100984749,£959.00,Right 2 Write Ltd,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,10.07.2018,5100984967,£945.00,Clean-Up UK Limited,,
Manchester City Council,Adult Social Care,Supporting People Payments,10.07.2018,5100984723,£942.74,Riverside ECHG,,
Manchester City Council,Adult Social Care,Supporting People Payments,10.07.2018,5100984723,£912.43,Riverside ECHG,,
Manchester City Council,Manchester Leisure,Payments for services,10.07.2018,5100984561,£900.00,Clearview Event Services Limited,,
Manchester City Council,Manchester Leisure,Payments for services,10.07.2018,5100984572,£900.00,Clearview Event Services Limited,,
Manchester City Council,Manchester Leisure,Payments for services,10.07.2018,5100984576,£900.00,Clearview Event Services Limited,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,10.07.2018,5100984946,£839.50,Jetchem Systems Limited,,
Manchester City Council,Adult Social Care,Supporting People Payments,10.07.2018,5100984723,£790.60,Riverside ECHG,,
Manchester City Council,Adult Social Care,Training and Development,10.07.2018,5100984512,£750.00,University Of Salford,,
Manchester City Council,Corporate Services,Professional fees,10.07.2018,5100984569,£750.00,Edmond Shipway,,
Manchester City Council,Chief Executives,Advertising,10.07.2018,5100984726,£720.00,MediaCo Outdoor Limited,,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,10.07.2018,5100984536,£645.00,Advanced Vehicle Technicians Ltd,,
Manchester City Council,Adult Social Care,Training and Development,10.07.2018,5100984784,£600.00,Eduk8 Partnership Ltd,,
Manchester City Council,Adult Social Care,Rents,10.07.2018,1906115197,£600.00,Jade Residential,,
Manchester City Council,GMIST (Greater Mcr Integrated),Storage Costs,10.07.2018,5100984095,£597.58,DeepStore,,
Manchester City Council,Adult Social Care,Professional fees,10.07.2018,5100984585,£594.00,Cellmark,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,10.07.2018,5100984307,£570.00,Stagecoach Manchester,,
Manchester City Council,Chief Executives,Printing,10.07.2018,5100984872,£565.00,Astra Signs,,
Manchester City Council,Adult Social Care,Supporting People Payments,10.07.2018,5100984723,£547.74,Riverside ECHG,,
Manchester City Council,Manchester Leisure,Equipment,10.07.2018,5100984964,£535.00,Central Locksmiths,,
Manchester City Council,Adult Social Care,Equipment,10.07.2018,5100984595,£525.30,Drive Devilbiss Healthcare Ltd,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,10.07.2018,5100984944,-£587.56,Transport for Greater Manchester,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,10.07.2018,5100984941,-£800.00,Friends of Debdale Park,,
Manchester City Council,Chief Executives,Professional fees,10.07.2018,5100984754,"-£1,937.30",Chime Communications Limited,,
Manchester City Council,Adult Social Care,Payments for services,10.07.2018,5100984716,"-£5,859.00",National Offender Mgt Services,,
Manchester City Council,Chief Executives,Agency staff provision,10.07.2018,5100984543,"-£6,534.55",Eden Brown Synergy,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,10.07.2018,5100984821,"-£10,833.25",Alzheimers Society (Mcr Branch),,
Manchester City Council,General Fund,Levies - Cash Limit,11.07.2018,1906017247,"£5,456,188.00",GMCA,,
Manchester City Council,Housing Revenue Account,Northwards Repairs Fee,11.07.2018,5100984832,"£1,676,400.00",Northwards Housing Limited,,
Manchester City Council,Environment and Operations,Construction Works,11.07.2018,5100984907,"£957,533.50",Amey Highways Lighting (Manchester),,
Manchester City Council,Corporate Services,Long Term Debtors,11.07.2018,5100985250,"£629,548.00",BLG (Burlington House) Ltd,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,11.07.2018,5100985129,"£498,000.00","CGL - Change, Grow, Live",,
Manchester City Council,Regeneration Finance,Security,11.07.2018,5100984923,"£393,519.24",Group 4 Total Security Ltd T/A G4S,,
Manchester City Council,Corporate Services,Long Term Debtors,11.07.2018,5100985248,"£202,739.46",Blue Dog Property 2 Ltd,,
Manchester City Council,Adult Social Care,Payments for services,11.07.2018,5100984999,"£62,784.83",ABL Health Ltd,,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,11.07.2018,5100984883,"£53,794.75",Zion Arts Centre Ltd,,
Manchester City Council,Chief Executives,ICT Support & Maintenance,11.07.2018,5100984918,"£49,098.00",Chess Cybersecurity Ltd,,
Manchester City Council,Adult Social Care,Payments for services,11.07.2018,5100984809,"£41,671.94",High Peak School Limited,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11.07.2018,5100985260,"£37,285.23",Egan Reid Stationery Co Ltd,,
Manchester City Council,Adult Social Care,Payments for services,11.07.2018,5100984068,"£35,150.08",Central Mcr Uni Hospital t/a,,
Manchester City Council,Adult Social Care,Payments for services,11.07.2018,5100984997,"£27,500.00",ABL Health Ltd,,
Manchester City Council,Housing Revenue Account,Northwards Management Fee,11.07.2018,5100984839,"£27,198.11",Northwards Housing Limited,,
Manchester City Council,Adult Social Care,Supported Accommodation,11.07.2018,5100984880,"£25,625.00",Manchester Settlement,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,11.07.2018,5100984893,"£23,610.00",New Charter Housing Trust Ltd,,
Manchester City Council,Manchester Leisure,Licences Purchase,11.07.2018,5100984932,"£21,163.00",Cobweb Information Ltd,,
Manchester City Council,Adult Social Care,Transport Coach Hire,11.07.2018,5100984994,"£16,461.30",Parkway Cabs & Cars,,
Manchester City Council,Adult Social Care,Rents,11.07.2018,5100984854,"£15,658.63",District Homes Cic,,
Manchester City Council,Adult Social Care,Compensation Payments,11.07.2018,1906115200,"£14,800.00",Simpson Millar LLP,,
Manchester City Council,Corporate Services,Compensation Payments,11.07.2018,1906120318,"£13,944.00",HMCTS (Manchester),,
Manchester City Council,Corporate Services,Compensation Payments,11.07.2018,1906120210,"£13,578.00",HMCTS (Manchester),,
Manchester City Council,Manchester Leisure,Hire of Equipment,11.07.2018,5100984887,"£12,995.50",Tube Uk Ltd,,
Manchester City Council,Highways Services,Hire of Equipment,11.07.2018,5100984750,"£12,854.64",Parkeon Ltd,,
Manchester City Council,Highways Services,Hire of Equipment,11.07.2018,5100984752,"£12,854.64",Parkeon Ltd,,
Manchester City Council,Highways Services,Hire of Equipment,11.07.2018,5100984774,"£12,854.64",Parkeon Ltd,,
Manchester City Council,Highways Services,Hire of Equipment,11.07.2018,5100984777,"£12,854.64",Parkeon Ltd,,
Manchester City Council,Adult Social Care,Agency staff provision,11.07.2018,5100984819,"£11,626.50",Central Mcr Uni Hospital t/a,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,11.07.2018,5100984858,"£11,124.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,11.07.2018,5100984823,"£10,836.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,11.07.2018,5100984830,"£10,833.25",Alzheimers Society (Mcr Branch),,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,11.07.2018,5100984981,"£10,614.00",Redacted Personal Information,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,11.07.2018,5100984833,"£10,285.03",Carlton Fuels Ltd,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,11.07.2018,5100984834,"£10,249.17",Carlton Fuels Ltd,,
Manchester City Council,Corporate Services,Professional fees,11.07.2018,5100984900,"£10,000.00",SQW,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,11.07.2018,5100984916,"£10,000.00",Manchester Alliance For,,
Manchester City Council,Chief Executives,Compensation Payments,11.07.2018,1906115219,"£9,976.90",Redacted Personal Information,,
Manchester City Council,Corporate Services,Compensation Payments,11.07.2018,1906120513,"£9,627.00",HMCTS (Manchester),,
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,11.07.2018,5100985245,"£9,294.95",Fast Hire UK,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,11.07.2018,5100984980,"£9,000.00",Redacted Personal Information,,
Manchester City Council,Regeneration Finance,Rents,11.07.2018,1906120634,"£8,801.00",H M Revenues and Customs,,
Manchester City Council,Highways Services,Professional fees,11.07.2018,5100984764,"£8,357.72",Atkins Limited,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,11.07.2018,5100984931,"£8,273.79",Nova Group Ltd,,
Manchester City Council,Corporate Services,Surplus property Fees,11.07.2018,5100985259,"£7,740.65",Egan Reid Stationery Co Ltd,,
Manchester City Council,Manchester Leisure,Hire of Equipment,11.07.2018,5100984890,"£7,688.50",Tube Uk Ltd,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,11.07.2018,5100984852,"£7,524.00",Redacted Personal Information,,
Manchester City Council,Chief Executives,I T Provision,11.07.2018,5100984829,"£7,500.00",Unitune SAP Solutions Ltd,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,11.07.2018,5100984901,"£7,480.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,11.07.2018,5100984943,"£7,404.00",Redacted Personal Information,,
Manchester City Council,Highways Services,Professional fees,11.07.2018,5100984469,"£6,725.04",Turner & Townsend Cost,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,11.07.2018,5100985246,"£6,719.00",H & C Plant Hire Ltd,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,11.07.2018,5100984898,"£6,692.08",K L Properties,,
Manchester City Council,Highways Services,Professional fees,11.07.2018,5100975752,"£6,188.00",Turner & Townsend Cost,,
Manchester City Council,Adult Social Care,Transport Coach Hire,11.07.2018,5100985018,"£6,120.00",Redacted Personal Information,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,11.07.2018,5100984935,"£5,553.18",Nova Group Ltd,,
Manchester City Council,Adult Social Care,Transport Coach Hire,11.07.2018,5100984862,"£5,500.00",D.J. Minibus Travel,,
Manchester City Council,Corporate Services,Fees,11.07.2018,1906106079,"£5,107.95",JBW Group Ltd.,,
Manchester City Council,Adult Social Care,Transport Coach Hire,11.07.2018,5100984987,"£5,094.00",Sumi Travel Ltd.,,
Manchester City Council,Chief Executives,Grant Payments,11.07.2018,5100984956,"£5,000.00",Manchester Camerata,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,11.07.2018,5100984790,"£5,000.00",Wythenshawe Community Farm,,
Manchester City Council,Manchester Leisure,Equipment,11.07.2018,5100985193,"£4,734.48",Fast Hire UK,,
Manchester City Council,Regeneration Finance,Professional fees,11.07.2018,5100985126,"£4,583.00",Philanthropy Company,,
Manchester City Council,Chief Executives,Postage,11.07.2018,5100985158,"£4,500.00",Teleset Francotyp Postalia Ltd,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,11.07.2018,5100984814,"£4,112.00",The Oak Trust,,
Manchester City Council,Corporate Services,Compensation Payments,11.07.2018,1906120050,"£4,008.00",HMCTS (Manchester),,
Manchester City Council,Adult Social Care,Transport Coach Hire,11.07.2018,5100984992,"£3,688.00",T/a K Travel,,
