Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,14.11.2017,5100947901,-£955.60,Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,14.11.2017,5100947901,-£955.60,Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,14.11.2017,5100947901,"-£1,692.00",Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,14.11.2017,5100947901,"-£1,692.00",Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,14.11.2017,5100947901,"-£1,900.00",Northern,,,
Manchester City Council,Corporate Services,Professional fees,14.11.2017,5100948004,"£14,450.00",Pierre Angulaire Limited,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,14.11.2017,5100947863,"£28,990.43",Ramboll UK Limited,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,14.11.2017,5100947864,"£12,692.86",Manchester Working Ltd,,,
Manchester City Council,Regeneration Finance,Compensation Payments,14.11.2017,1905820015,"£1,764.80",Weightmans LLP Solicitors,,,
Manchester City Council,Housing Revenue Account,Professional fees,14.11.2017,5100947866,"£1,425.00",Roger Hannah & Co,,,
Manchester City Council,Housing Revenue Account,Other Insurance Premiums,14.11.2017,5100947820,"£13,674.00",Eastlands Homes Partnership Ltd,,,
Manchester City Council,Housing Revenue Account,Other Insurance Premiums,14.11.2017,5100947935,"-£13,674.00",Eastlands Homes Partnership Ltd,,,
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,14.11.2017,5100947834,"£429,696.15",Grove Village Ltd,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,14.11.2017,5100948043,"£4,804.00",Stannah Lift Services Ltd,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,14.11.2017,5100948045,"£4,907.89",IG Doors Ltd,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,14.11.2017,5100947773,"£2,922.72",IG Doors Ltd,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,14.11.2017,5100947769,"£2,064.15",IG Doors Ltd,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,14.11.2017,5100947753,"£1,491.45",IG Doors Ltd,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,14.11.2017,5100947763,"£1,165.69",IG Doors Ltd,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,14.11.2017,5100947767,£772.67,IG Doors Ltd,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,14.11.2017,5100947768,£772.67,IG Doors Ltd,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,14.11.2017,5100947770,£767.89,IG Doors Ltd,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,14.11.2017,5100947772,£551.42,IG Doors Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,14.11.2017,5100947910,"£24,068.86",NES UK Limited,,,
Manchester City Council,Chief Executives,Agency staff provision,14.11.2017,5100947948,"£6,652.22",NES UK Limited,,,
Manchester City Council,Chief Executives,Agency staff provision,14.11.2017,5100947898,"-£24,068.86",NES UK Limited,,,
Manchester City Council,Chief Executives,Rents,14.11.2017,5100947514,"£1,177.83",Manchester Creative Digital Assets,,,
Manchester City Council,Chief Executives,Printing,14.11.2017,5100947881,£895.00,Mail Solutions,,,
Manchester City Council,Chief Executives,Printing,14.11.2017,5100947986,£565.00,Astra Signs,,,
Manchester City Council,Chief Executives,Postage,14.11.2017,5100947870,"£36,321.42",Royal Mail Group Plc,,,
Manchester City Council,Chief Executives,Data Links,14.11.2017,5100947790,"£2,733.00",The Loop t/a Gamma Telecom Ltd,,,
Manchester City Council,Chief Executives,Data Links,14.11.2017,5100947732,"£1,040.00",The Loop t/a Gamma Telecom Ltd,,,
Manchester City Council,Chief Executives,Data Links,14.11.2017,5100947752,"-£1,040.00",The Loop t/a Gamma Telecom Ltd,,,
Manchester City Council,Chief Executives,Mobilephone Charges,14.11.2017,1700076006,"£14,322.00",EE / Orange,,,
Manchester City Council,Chief Executives,Mobilephone Charges,14.11.2017,1700075988,"-£14,322.00",EE / Orange,,,
Manchester City Council,Chief Executives,I T Provision,14.11.2017,5100947919,"£1,019.67",Insight Direct (Uk) Ltd,,,
Manchester City Council,Chief Executives,Advertising,14.11.2017,5100947817,"£2,600.00",Trinity Mirror NW2 Ltd,,,
Manchester City Council,Chief Executives,Advertising,14.11.2017,5100947852,£710.10,TES Global Ltd,,,
Manchester City Council,Chief Executives,Advertising,14.11.2017,5100947902,"£1,076.67",Global Radio Services Ltd,,,
Manchester City Council,Chief Executives,Advertising,14.11.2017,5100947932,£883.40,Global Radio Services Ltd,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,14.11.2017,5100947191,"£6,500.00",Esteem,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,14.11.2017,5100947787,"£1,750.00",The Loop t/a Gamma Telecom Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,14.11.2017,5100947341,"£1,233.00",Aecom Infrastructure & Environment,,,
Manchester City Council,Regeneration Finance,I T Provision,14.11.2017,5100947837,"£9,000.00",Concerto Support Services,,,
Manchester City Council,Regeneration Finance,Compensation Payments,14.11.2017,1905820012,£627.00,Department For Work & Pensions,,,
Manchester City Council,GMIST (Greater Mcr Integrated),Agency staff provision,14.11.2017,5100936665,"£13,234.67",The Behavioural Insight Team,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,15.11.2017,5100917264,"£2,357.25",Iss Facility Services Limited,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,15.11.2017,5100936397,"£2,040.00",Iss Facility Services Limited,,,
Manchester City Council,Manchester Leisure,Contract Cleaning External,15.11.2017,5100948050,"£7,385.51",Clearview Event Services Limited,,,
Manchester City Council,Manchester Leisure,Grounds Maintenance Costs,15.11.2017,5100948227,"£2,357.25",Iss Facility Services Limited,,,
Manchester City Council,Manchester Leisure,Public Transport,15.11.2017,5100948132,"£1,000.00",Manchester Communication Academy,,,
Manchester City Council,Manchester Leisure,Equipment,15.11.2017,5100948056,"£1,100.00",Redacted Personal Information,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,15.11.2017,5100948254,"£12,161.28",LK Pollution Response Ltd,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,15.11.2017,5100948299,£660.00,LK Pollution Response Ltd,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,15.11.2017,5100948303,-£660.00,LK Pollution Response Ltd,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,15.11.2017,5100948255,"-£12,161.28",LK Pollution Response Ltd,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,15.11.2017,5100948270,"£1,180.00",Clean-Up UK Limited,,,
Manchester City Council,Manchester Leisure,Printing,15.11.2017,1905826133,"£1,440.00",IMAGEIT-UK LTD,,,
Manchester City Council,Manchester Leisure,Professional fees,15.11.2017,5100948108,£575.00,Interference Art,,,
Manchester City Council,Manchester Leisure,Professional fees,15.11.2017,1905825958,£500.00,PCS*GREAT BRITISH EXPO,,,
Manchester City Council,Manchester Leisure,Cash Collection,15.11.2017,5100947968,"£17,497.06",National Car Parks Ltd Season Ticke,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,15.11.2017,5100948106,£500.00,Odd Arts,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,15.11.2017,5100948156,"£1,500.00",CSTAR,,,
Manchester City Council,Manchester Leisure,Special Events,15.11.2017,5100948009,"£29,246.10",Scaff-Hire Services Ltd,,,
Manchester City Council,Manchester Leisure,Special Events,15.11.2017,5100948051,"£1,410.00",Redacted Personal Information,,,
Manchester City Council,Manchester Leisure,Special Events,15.11.2017,5100948326,"£15,000.00",Bridge,,,
Manchester City Council,Manchester Leisure,Special Events,15.11.2017,1905818915,"£1,500.00",Liverpool Lantern Company,,,
Manchester City Council,Manchester Leisure,Special Events,15.11.2017,1905818922,"£1,300.00",LFX Events,,,
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,15.11.2017,5100948280,"£2,250.00",Chapter 1,,,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,15.11.2017,5100948314,"£1,308.00",Pierre Angulaire Limited,,,
Manchester City Council,Libraries and Theatres,Professional fees,15.11.2017,1905818626,"£4,500.00",Speakers Corner (London) Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,15.11.2017,1905825342,"£1,207.61",Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,15.11.2017,1905825378,£765.90,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,15.11.2017,1905825346,£702.60,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,15.11.2017,1905825327,£679.73,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,15.11.2017,1905825380,£647.15,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,15.11.2017,1905825729,£617.85,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,15.11.2017,1905825375,£577.20,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,15.11.2017,1905825374,£569.41,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,15.11.2017,1905826085,£513.70,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,15.11.2017,1905826070,£572.57,Wilds of Oldham,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,15.11.2017,1905826077,£517.25,Wilds of Oldham,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,15.11.2017,1905826075,£502.14,Wilds of Oldham,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,15.11.2017,1905825548,£527.84,HOPEWALL FARM MILK,,,
Manchester City Council,Adult Social Care,Agency staff provision,15.11.2017,5100948133,"£2,700.00",Pepper Stacey Ltd,,,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,15.11.2017,5100948364,"£7,594.42",Torus Property Solutions,,,
Manchester City Council,Adult Social Care,Rents,15.11.2017,5100948368,"£83,776.00",Accommodation Links Ltd,,,
Manchester City Council,Adult Social Care,Rents,15.11.2017,1905826005,£774.80,Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Rents,15.11.2017,1905825957,£709.30,ASH RESIDENTIA LTD,,,
Manchester City Council,Adult Social Care,Contract Cleaning External,15.11.2017,5100948287,"£1,940.55",Brighter Beginnings Day Nursery,,,
Manchester City Council,Adult Social Care,Contract Cleaning External,15.11.2017,5100948292,"£1,455.41",Brighter Beginnings Day Nursery,,,
Manchester City Council,Adult Social Care,Contract Cleaning External,15.11.2017,5100948289,"£1,455.41",Brighter Beginnings Day Nursery,,,
Manchester City Council,Adult Social Care,Storage Costs,15.11.2017,5100943074,"£3,287.44",Restore PLC,,,
Manchester City Council,Adult Social Care,Fixtures and Fittings,15.11.2017,1905817546,"£5,503.43",Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Fixtures and Fittings,15.11.2017,1905820752,"£5,038.79",Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Travel,15.11.2017,1905825817,"£1,643.06",WYNVR.CO.UK HOL ACCOM,,,
Manchester City Council,Adult Social Care,Travel,15.11.2017,1905825651,£779.00,WYNVR.CO.UK HOL ACCOM,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.11.2017,5100946649,"£1,780.00",Hastings Private Hire,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.11.2017,5100946620,"£1,705.00",Hastings Private Hire,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.11.2017,5100946626,"£1,600.00",Hastings Private Hire,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.11.2017,5100946758,"£1,290.00",Hastings Private Hire,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.11.2017,5100946638,"£1,275.00",Hastings Private Hire,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.11.2017,5100946630,"£1,211.00",Hastings Private Hire,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.11.2017,5100946622,"£1,105.00",Hastings Private Hire,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.11.2017,5100946456,£630.00,Hastings Private Hire,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.11.2017,5100946618,£624.00,Hastings Private Hire,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.11.2017,5100945937,"£3,842.00",Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Equipment,15.11.2017,1905825541,£519.98,Argos Business Solutions,,,
Manchester City Council,Adult Social Care,Equipment,15.11.2017,1905825543,£519.98,Argos Business Solutions,,,
Manchester City Council,Adult Social Care,Equipment,15.11.2017,1905825544,-£519.98,Argos Business Solutions,,,
Manchester City Council,Adult Social Care,Equipment,15.11.2017,5100948109,-£657.00,NRS Healthcare,,,
Manchester City Council,Adult Social Care,Equipment,15.11.2017,5100948089,£603.00,Child in Mind,,,
Manchester City Council,Adult Social Care,Equipment,15.11.2017,5100948069,£516.00,TherApp UK Ltd,,,
Manchester City Council,Adult Social Care,Building Materials for direct delivery,15.11.2017,1905826156,£736.98,AO RETAIL LIMITED,,,
Manchester City Council,Adult Social Care,Training and Development,15.11.2017,1905817546,"£8,928.40",Barnardos Manchester Leaving Care S,,,
