Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,,,
Manchester City Council,Regeneration Finance,Third party payments relating to Voluntary Organisations,10.12.2018,5101008234,"£5,874.00",Impact For All,,,,,,
Manchester City Council,Highways Services,Professional fees,10.12.2018,5101008361,"£1,956.00",Waterman Aspen Ltd,,,,,,
Manchester City Council,Highways Services,Professional fees,10.12.2018,5101008356,"£1,940.00",Waterman Aspen Ltd,,,,,,
Manchester City Council,Highways Services,Professional fees,10.12.2018,5101008377,"£1,780.00",Waterman Aspen Ltd,,,,,,
Manchester City Council,Highways Services,Professional fees,10.12.2018,5101008379,"£1,672.13",Waterman Aspen Ltd,,,,,,
Manchester City Council,Highways Services,Professional fees,10.12.2018,5101008376,"£1,471.50",Waterman Aspen Ltd,,,,,,
Manchester City Council,Highways Services,Compensation Payments,10.12.2018,1906294565,"£6,000.00",McHale & Co Solicitors,,,,,,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,10.12.2018,5101007810,£910.00,Kloeckner Metals UK,,,,,,
Manchester City Council,Highways Services,Compensation Payments,10.12.2018,1906295784,£796.00,Department For Work & Pensions,,,,,,
Manchester City Council,Highways Services,Compensation Payments,10.12.2018,1906295442,"£2,382.00",Oakwood Solicitors Ltd,,,,,,
Manchester City Council,Manchester Leisure,Grounds Maintenance Costs,11.12.2018,5101008596,£750.00,Redgate Holdings Ltd,,,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,11.12.2018,5101008655,"£1,097.00",Osborne Richardson,,,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,11.12.2018,5101008656,£670.85,Osborne Richardson,,,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,11.12.2018,5101008668,£630.00,Osborne Richardson,,,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,11.12.2018,5101008663,£540.00,Osborne Richardson,,,,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,11.12.2018,5101008107,"£3,470.00",Eventplus Ltd,,,,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,11.12.2018,5101008640,"-£3,470.00",Eventplus Ltd,,,,,,
Manchester City Council,Manchester Leisure,Catering,11.12.2018,5101008825,£796.20,Good Mood Food,,,,,,
Manchester City Council,Manchester Leisure,General Office expenses,11.12.2018,1906297983,"£2,000.00",Insanity Talent Management Ltd,,,,,,
Manchester City Council,Manchester Leisure,General Office expenses,11.12.2018,1906295768,"£1,000.00",Redacted Personal Information,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,11.12.2018,5101008771,"£2,417.70",Hirequirements Ltd,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,11.12.2018,5101008823,£874.50,Manchester Young Lives,,,,,,
Manchester City Council,Manchester Leisure,Special Events,11.12.2018,1906297970,£600.00,Redacted Personal Information,,,,,,
Manchester City Council,Manchester Leisure,Expenditure re Internal Trading Ordered Externally,11.12.2018,5101008832,"£1,153.75",Len Grant Photography,,,,,,
Manchester City Council,Libraries and Theatres,Training and Development,11.12.2018,1906235659,"£1,000.00",In Professional Development Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,11.12.2018,5101008756,"£8,967.20",Enterprise Flex-E-Rent,,,,,,
Manchester City Council,Hospitality + Trading Services,Equipment,11.12.2018,1906288123,"£1,396.00",Redacted Personal Information,,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,11.12.2018,5101008616,"£1,038.50",R & M Developments Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,11.12.2018,5101008617,"£1,038.50",R & M Developments Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Professional fees,11.12.2018,1906288071,"£1,250.00",Decordia Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,11.12.2018,1906294558,£883.00,Department For Work & Pensions,,,,,,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,11.12.2018,1906297892,"£1,500.00",Redacted Personal Information,,,,,,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,11.12.2018,1906294563,"£60,108.80",Slater & Gordon (UK) LLP,,,,,,
Manchester City Council,Environment and Operations,Construction Works,11.12.2018,5101008542,"£1,420.21",GMCA,,,,,,
Manchester City Council,Environment and Operations,Construction Works,11.12.2018,5101008541,£720.00,GMCA,,,,,,
Manchester City Council,Adult Social Care,Training and Development,11.12.2018,5101008629,£500.00,Griffin Care Limited,,,,,,
Manchester City Council,Adult Social Care,Training and Development,11.12.2018,5101008651,"£10,740.00",Arc People Development Ltd,,,,,,
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,11.12.2018,5101008219,"£8,465.00",Manchester School Services Limited,,,,,,
Manchester City Council,Adult Social Care,Rents,11.12.2018,1906295446,"£1,500.00",TWC Manchester Ltd,,,,,,
Manchester City Council,Adult Social Care,Rents,11.12.2018,1906297991,"£1,490.00",Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Rents,11.12.2018,1906297326,£595.00,Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Rents,11.12.2018,1700085348,"-£1,500.00",TCW Manchester Ltd,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,11.12.2018,5101008627,"£89,983.00",APTSL,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,11.12.2018,5101008623,"£50,691.00",Communitytransportservices.co.uk,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,11.12.2018,5101008822,"£19,110.00",Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,11.12.2018,5101008740,"£10,894.14",T/A Schools Direct,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,11.12.2018,5101008746,"£10,796.71",T/A Schools Direct,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,11.12.2018,5101008821,"£8,125.00",Galaxy Transport (Manchester) Ltd,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,11.12.2018,5101008780,"£4,972.00",Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,11.12.2018,5101008772,"£2,244.00",T/A Beresford Travel,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,11.12.2018,5101008674,£519.00,The Windmill Special Need Co Ltd,,,,,,
Manchester City Council,Adult Social Care,Equipment,11.12.2018,5101008815,"£4,500.00",Invacare Limited,,,,,,
Manchester City Council,Adult Social Care,Equipment,11.12.2018,5101008679,"£1,450.00",Ultimate Healthcare,,,,,,
Manchester City Council,Adult Social Care,Equipment,11.12.2018,5101008657,£990.40,Drive Devilbiss Healthcare Ltd,,,,,,
Manchester City Council,Adult Social Care,Equipment,11.12.2018,5101008658,£898.50,Drive Devilbiss Healthcare Ltd,,,,,,
Manchester City Council,Adult Social Care,Equipment,11.12.2018,5101008808,£659.56,BES Rehab,,,,,,
Manchester City Council,Adult Social Care,Professional fees,11.12.2018,5101008818,"£7,200.00",AJM Robertson Consulting Ltd,,,,,,
Manchester City Council,Adult Social Care,Professional fees,11.12.2018,5101008769,"£1,050.00",Action First iPeople Ltd,,,,,,
Manchester City Council,Adult Social Care,Professional fees,11.12.2018,1700085343,-£500.00,Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,11.12.2018,5101008654,£865.00,A Consultancy Services Limited,,,,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,11.12.2018,5101008613,"£8,415.75",Shelter,,,,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,11.12.2018,5101008820,"£25,312.01",New Bridge School,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,11.12.2018,5101007821,"£2,697.35",Johnnie Johnson Housing,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,11.12.2018,5101007819,"£2,680.43",Johnnie Johnson Housing,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,11.12.2018,5101008625,£555.00,Manchester Creche,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,11.12.2018,5101008626,£555.00,Manchester Creche,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,11.12.2018,5101008626,£555.00,Manchester Creche,,,,,,
Manchester City Council,Adult Social Care,Payments for services,11.12.2018,5101008828,"£37,081.20",The Together Trust,,,,,,
Manchester City Council,Adult Social Care,Payments for services,11.12.2018,5101008826,"£33,481.60",The Together Trust,,,,,,
Manchester City Council,Adult Social Care,Payments for services,11.12.2018,5101008800,"£23,594.77",The Together Trust,,,,,,
Manchester City Council,Adult Social Care,Payments for services,11.12.2018,5101008798,"£5,958.00",The Together Trust,,,,,,
Manchester City Council,Adult Social Care,Payments for services,11.12.2018,5101008781,"£4,811.06",The Together Trust,,,,,,
Manchester City Council,Adult Social Care,Payments for services,11.12.2018,5101008830,"£3,215.10",The Together Trust,,,,,,
Manchester City Council,Adult Social Care,Payments for services,11.12.2018,5101008834,"£3,062.62",The Together Trust,,,,,,
Manchester City Council,Adult Social Care,Payments for services,11.12.2018,5101008782,"£2,688.00",PULSE,,,,,,
Manchester City Council,Adult Social Care,Payments for services,11.12.2018,5101008831,"£2,025.00",The Together Trust,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,11.12.2018,5101008639,"£4,441.19",Your Housing Ltd.,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,11.12.2018,5101008652,"£4,441.19",Your Housing Ltd.,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,11.12.2018,5101008024,"£4,158.48",ACORN Recovery Projects,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,11.12.2018,5101008643,"£1,003.81",Your Housing Ltd.,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,11.12.2018,5101008650,"£1,003.81",Your Housing Ltd.,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,11.12.2018,5101008643,"£1,003.51",Your Housing Ltd.,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,11.12.2018,5101008650,"£1,003.51",Your Housing Ltd.,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,11.12.2018,5101008643,£760.13,Your Housing Ltd.,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,11.12.2018,5101008650,£760.13,Your Housing Ltd.,,,,,,
Manchester City Council,Adult Social Care,Personal needs of client,11.12.2018,5101008672,"£2,336.00",James Leckey Design Ltd,,,,,,
Manchester City Council,Adult Social Care,Aids Support (DOH033),11.12.2018,1906293171,"£1,995.00",Bloom Hearing Specialists Ltd,,,,,,
Manchester City Council,Adult Social Care,Legal Fees,11.12.2018,1906297948,"£1,054.20",Oxford Expert Psychiatry Ltd,,,,,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,11.12.2018,5101008757,"£38,786.00",Manchester Working Ltd,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,11.12.2018,5101008735,£513.00,First Bus,,,,,,
Manchester City Council,Corporate Services,Professional fees,11.12.2018,5101008722,"£2,148.33",Experian Limited,,,,,,
Manchester City Council,Corporate Services,Collection Commission,11.12.2018,5101008272,"£29,353.90",Capacity Grid,,,,,,
Manchester City Council,Corporate Services,Collection Commission,11.12.2018,5101008266,"-£1,949.50",Capacity Grid,,,,,,
Manchester City Council,Corporate Services,Collection Commission,11.12.2018,5101008108,"-£3,174.90",Capacity Grid,,,,,,
Manchester City Council,Corporate Services,Licences Purchase,11.12.2018,5101008235,£838.80,Snap Surveys Ltd,,,,,,
Manchester City Council,Corporate Services,Licences Purchase,11.12.2018,5101008763,£838.54,Insight Direct (Uk) Ltd,,,,,,
Manchester City Council,Corporate Services,Licences Purchase,11.12.2018,5101008743,-£838.80,Snap Surveys Ltd,,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11.12.2018,5101008795,"£38,797.82",Mace Ltd,,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11.12.2018,5101008796,"£34,575.00",Faithful & Gould Ltd,,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11.12.2018,5101008687,"£10,900.00",Ove Arup & Partners Ltd,,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11.12.2018,5101008805,"£1,180.00",Survey Systems Ltd,,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11.12.2018,5101008744,£700.00,Interval Films Ltd,,,,,,
Manchester City Council,Housing General Fund,Building Works,11.12.2018,5101008686,"£78,179.37",Wythenshawe Community Housing Group,,,,,,
Manchester City Council,Housing Revenue Account,Northwards Repairs Fee,11.12.2018,5101008632,"£1,676,400.00",Northwards Housing Limited,,,,,,
Manchester City Council,Housing Revenue Account,Northwards Management Fee,11.12.2018,5101008634,"£27,198.11",Northwards Housing Limited,,,,,,
Manchester City Council,Chief Executives,Agency staff provision,11.12.2018,5101008789,"£16,361.07",Venn Group Ltd,,,,,,
Manchester City Council,Chief Executives,Hire of Equipment,11.12.2018,5101008758,£750.45,Sterling Event Group,,,,,,
Manchester City Council,Chief Executives,"Clothes, Uniform and Laundry",11.12.2018,5101008645,"£2,263.87",Thomas Fattorini Ltd,,,,,,
Manchester City Council,Chief Executives,Examination Fees,11.12.2018,5101008673,"£4,650.00",ROAR Forensics Ltd,,,,,,
Manchester City Council,Chief Executives,Examination Fees,11.12.2018,5101008671,"£1,870.00",ROAR Forensics Ltd,,,,,,
Manchester City Council,Chief Executives,Funeral and coroner related services,11.12.2018,5101008667,"£1,233.00",The Pennine Acute Hospital Nhs Trus,,,,,,
