Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,
Manchester City Council,Manchester Leisure,Special Event,08.12.2021,5105789921,£650.00,Star Autos Ltd,,,,
Manchester City Council,Manchester Leisure,Special Event,08.12.2021,5105789934,"£2,500.00",Sport Event Solutions Ltd,,,,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,08.12.2021,5105789852,"£155,220.52",Laing O'Rourke Construction Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,08.12.2021,5105789915,"£19,165.66",Standard Fuels Oils,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,08.12.2021,5105790039,"£2,486.00",H & C Plant Hire Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,08.12.2021,5105789802,"£30,888.95",Dowhigh Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,08.12.2021,5105789803,"£27,907.13",Dowhigh Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,08.12.2021,5105789887,"£4,000.01",Dowhigh Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,08.12.2021,5105789772,"£21,979.69",J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Environment and Operations,Construction Works,08.12.2021,5105789740,"£83,883.16",J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Environment and Operations,Construction Works,08.12.2021,5105789662,"£5,130.19",Transport for Greater Manchester,,,,
Manchester City Council,Environment and Operations,Construction Works,08.12.2021,5105789661,"£9,273.88",Transport for Greater Manchester,,,,
Manchester City Council,Environment and Operations,Construction Works,08.12.2021,5105789665,"£3,316.00",Transport for Greater Manchester,,,,
Manchester City Council,Environment and Operations,Construction Works,08.12.2021,5105789816,"£2,875.00",Survey Operations Limited,,,,
Manchester City Council,Environment and Operations,Construction Works,08.12.2021,5105789909,"£19,978.54",Argyle North West Construction Ltd,,,,
Manchester City Council,Childrens & Education Services,Storage Costs,08.12.2021,5105789849,"£3,413.81",Restore PLC,,,,
Manchester City Council,Childrens & Education Services,Storage Costs,08.12.2021,5105789848,"£2,042.62",Restore PLC,,,,
Manchester City Council,Childrens & Education Services,Furniture,08.12.2021,5105790112,£780.00,H Jenkinson & Co Ltd.,,,,
Manchester City Council,Childrens & Education Services,Catering Provisions,08.12.2021,1907479415,"£51,148.90",Ralph Livesey Ltd,,,,
Manchester City Council,Childrens & Education Services,Professional fees,08.12.2021,5105789964,"£1,306.25",Russell & Russell Solicitors LLP,,,,
Manchester City Council,Childrens & Education Services,Professional fees,08.12.2021,1907477011,£979.87,Forensic Testing Service Ltd,,,,
Manchester City Council,Childrens & Education Services,Professional fees,08.12.2021,5105790009,"£2,143.75",Waddington & Son Solicitors,,,,
Manchester City Council,Childrens & Education Services,Subsistence and Conference Expenses,08.12.2021,5105789908,"£1,200.00",Disabled Living,,,,
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,08.12.2021,5105789927,"£1,428.00",Healthy Body Healthy Mind CIC,,,,
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,08.12.2021,5105789925,£714.00,Healthy Body Healthy Mind CIC,,,,
Manchester City Council,Childrens & Education Services,Legal Fees,08.12.2021,1907479449,"£1,000.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,08.12.2021,5105789978,"£6,588.50",Sheridan Lifts Ltd,,,,
Manchester City Council,Adult Social Care,Equipment,08.12.2021,5105789980,"£1,349.91",NRS Healthcare,,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,08.12.2021,5105789970,"£8,760.00",Coffee4Craig Ltd,,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,08.12.2021,5105789975,"£116,824.00",Greater Manchester Mental Health,,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,08.12.2021,5105789975,"£32,916.00",Greater Manchester Mental Health,,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,08.12.2021,5105789975,"£12,664.00",Greater Manchester Mental Health,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,08.12.2021,5105790003,"£8,158.00",Greater Manchester Immigration Aid,,,,
Manchester City Council,Adult Social Care,Payments for services,08.12.2021,5105789935,"£28,120.00",Greater Manchester Mental Health,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,08.12.2021,5105790008,"£5,552.25",Praxis Care Group,,,,
Manchester City Council,Adult Social Care,Personal needs of client,08.12.2021,5105789730,"£1,703.00",Accora,,,,
Manchester City Council,Adult Social Care,Personal needs of client,08.12.2021,5105789729,"£1,654.00",Accora,,,,
Manchester City Council,Corporate Services,Training and Development,08.12.2021,5105789910,"£1,200.00",North West Employers Ltd,,,,
Manchester City Council,Corporate Services,Audit Commission Fee,08.12.2021,5105789911,"£49,756.00",Mazars LLP,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,08.12.2021,5105789932,"£1,250.00",Network Rail Property,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,08.12.2021,5105789933,"£1,250.00",Network Rail Property,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,08.12.2021,5105789992,"£2,480.00",BCL,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,08.12.2021,5105789988,"£1,475.00",Stellar Network Solutions Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,08.12.2021,5105789985,£925.00,Stellar Network Solutions Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,08.12.2021,5105789984,£720.00,Stellar Network Solutions Ltd,,,,
Manchester City Council,Housing General Fund,Building Works,08.12.2021,1907479447,"£677,101.69",One Manchester Limited,,,,
Manchester City Council,Housing Revenue Account,Professional fees,08.12.2021,5105789948,£642.83,Switch2 Energey Limited,,,,
Manchester City Council,Chief Executives,Training and Development,08.12.2021,5105789891,"£1,400.00",Salford GIS Ltd,,,,
Manchester City Council,Chief Executives,Printing,08.12.2021,5105790023,"£1,516.80",Astra Signs,,,,
Manchester City Council,Chief Executives,Printing,08.12.2021,5105790022,£795.00,Astra Signs,,,,
Manchester City Council,Chief Executives,Professional fees,08.12.2021,5105789867,"£1,495.47",Russell & Russell Solicitors LLP,,,,
Manchester City Council,Chief Executives,Advertising,08.12.2021,5105789892,£500.00,Guardian News and Media Limited,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,08.12.2021,5105790060,"£22,181.00",Office for Metropolitan Architectur,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,08.12.2021,5105788904,"£331,378.24",Engie Regeneration Ltd,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,08.12.2021,5105788904,"£173,708.34",Engie Regeneration Ltd,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,08.12.2021,5105788904,"£44,939.64",Engie Regeneration Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,08.12.2021,5105789258,"£3,675.00",Insight Direct (Uk) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,08.12.2021,5105789937,"£1,212.13",The Networking People (TNP) Ltd,,,,
Manchester City Council,Chief Executives,Compensation Payments,08.12.2021,5105789867,"£1,150.78",Russell & Russell Solicitors LLP,,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,08.12.2021,5105790010,-£973.48,Victoria Baths Trust,,,,
Manchester City Council,Regeneration Finance,Professional fees,08.12.2021,5105789877,"£1,381.90",AA Projects Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,08.12.2021,5105790119,"£12,530.00",Clearway Drainage Systems Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,08.12.2021,5105790118,"£10,740.00",Clearway Drainage Systems Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,08.12.2021,5105790116,"£5,250.00",Clearway Drainage Systems Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,08.12.2021,5105790117,"£5,250.00",Clearway Drainage Systems Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,08.12.2021,5105789890,"£4,857.05",Steer Davies & Geave Limited,,,,
Manchester City Council,Highways Services,Professional fees,08.12.2021,5105789873,"£1,456.93",Wilde Consultants Ltd,,,,
Manchester City Council,Insurance Fund,Insurance,08.12.2021,1907479451,"£18,433.58",ISS,,,,
Manchester City Council,Insurance Fund,Engineering Ins,08.12.2021,5105789962,"£106,560.16",Zurich Insurance,,,,
Manchester City Council,Insurance Fund,Engineering Ins,08.12.2021,5105789963,"£5,510.25",Zurich Insurance,,,,
Manchester City Council,Insurance Fund,Insurance,08.12.2021,1907477006,"£32,064.00",Department For Work & Pensions,,,,
Manchester City Council,Manchester Leisure,Grounds Maintenance,09.12.2021,5105790236,"£1,089.90",French Barn Lane,,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,09.12.2021,5105790320,£546.05,Alliance Disposables Ltd,,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,09.12.2021,5105789771,"£1,875.00",E Smith & Son (Nurserymen),,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,09.12.2021,5105789739,"£1,690.20",E Smith & Son (Nurserymen),,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,09.12.2021,5105790237,"£2,484.55",Newburn Power Rental,,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,09.12.2021,5105790240,"£2,151.00",Newburn Power Rental,,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,09.12.2021,5105790238,"-£2,484.55",Newburn Power Rental,,,,
Manchester City Council,Manchester Leisure,Professional fees,09.12.2021,1907475767,"£1,400.00",Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Testing Fees,09.12.2021,5105789981,"£2,784.00",County Scientific Services,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,09.12.2021,5105789931,"£1,000.00",St.Marys Rc Primary School,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,09.12.2021,1907477217,"£4,115.95",Martin-Lavell Limited,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,09.12.2021,1907477228,£673.32,Askews and Holts,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,09.12.2021,1907477224,£555.76,Askews and Holts,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,09.12.2021,1907477227,£541.21,Askews and Holts,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,09.12.2021,1907477231,£531.11,Askews and Holts,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,09.12.2021,1907477225,£506.92,Askews and Holts,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,09.12.2021,1907477254,"£1,002.00",Azhar Enterrprises,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,09.12.2021,1907477255,"£1,002.00",Azhar Enterrprises,,,,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,09.12.2021,5105790142,£990.00,Heritage Project Management,,,,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,09.12.2021,5105790097,"£173,086.38",City Build Manchester Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,09.12.2021,5105790216,"£10,025.33",Wilde Consultants Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,09.12.2021,5105790218,"£9,854.52",Wilde Consultants Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,09.12.2021,5105790217,"£3,542.58",Wilde Consultants Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,09.12.2021,5105790192,"£3,218.85",Wilde Consultants Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,09.12.2021,5105790211,"£1,367.83",Wilde Consultants Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,09.12.2021,5105790196,"£1,002.38",Wilde Consultants Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,09.12.2021,5105790198,£939.93,Wilde Consultants Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,09.12.2021,5105790194,£936.50,Wilde Consultants Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,09.12.2021,5105790168,£844.00,Wilde Consultants Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,09.12.2021,5105790214,£823.50,Wilde Consultants Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,09.12.2021,5105790215,£812.08,Wilde Consultants Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,09.12.2021,5105790197,£617.25,Wilde Consultants Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,09.12.2021,5105790212,£521.46,Wilde Consultants Ltd,,,,
Manchester City Council,Childrens & Education Services,Hire of Premises,09.12.2021,5105790080,"£1,728.90",Fabulous Fan Fayre Limited,,,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,09.12.2021,5105790239,"£1,867.00",Wolverley CE Secondary School,,,,
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,09.12.2021,5105790063,"£35,150.00",Central Mcr Uni Hospital t/a,,,,
Manchester City Council,Childrens & Education Services,Legal Fees,09.12.2021,5105790191,"-£1,709.12",Russell & Russell Solicitors LLP,,,,
Manchester City Council,Childrens & Education Services,Legal Fees,09.12.2021,5105790098,"£1,709.12",Russell & Russell Solicitors LLP,,,,
Manchester City Council,Adult Social Care,Rents,09.12.2021,5105790172,"£26,011.65",Cromwood Ltd,,,,
Manchester City Council,Adult Social Care,Rents,09.12.2021,5105790171,"£75,020.25",MJ Rental Ltd,,,,
Manchester City Council,Adult Social Care,Payments for services,09.12.2021,5105790059,"£286,667.48",Standwalk Ltd,,,,
