Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780530,1172.83,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780531,3703.05,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780532,1018.96,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780533,13252.99,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780547,5212.07,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780548,3398.66,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780550,4169.98,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780551,1501.38,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780559,2802.16,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780560,1725.14,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780564,29847.31,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780573,12903.67,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780580,539.23,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780581,1337.35,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780584,23633.13,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780585,985.06,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780586,1278.87,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780589,19466.7,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780590,12479.15,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780598,1191.15,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780600,538.9,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780695,3001.07,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780795,536.96,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780799,1378.24,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780834,639.85,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780863,1570.66,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780867,737.6,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780870,1291.95,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780871,1619.49,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780873,546.64,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780876,1362.4,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780877,1057.42,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780878,575.99,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780879,790.44,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780880,721.84,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780886,1026.82,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780888,1857.11,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780890,884.07,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780891,1548.73,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780892,648.61,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780893,577.85,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780895,986.04,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780896,1585.5,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Rents,06/06/2022,1907757680,698.7,Property Debt Company Ltd
Manchester City Council,Regeneration Finance,Rents,07/06/2022,1907754574,96500,Eric Wright Group Ltd
Manchester City Council,Regeneration Finance,Rents,07/06/2022,1907759381,14046.62,DUK Property Management Ltd
Manchester City Council,Regeneration Finance,Rents,08/06/2022,1907751652,220382,Knight Frank LLP
Manchester City Council,Regeneration Finance,Rents,08/06/2022,1907754177,106310.25,Savills Commercial Ltd
Manchester City Council,Regeneration Finance,Rents,14/06/2022,1907764380,1733.16,Morgoed Estates Limited
Manchester City Council,Regeneration Finance,Rents,14/06/2022,1907764513,522.1,Morgoed Estates Limited
Manchester City Council,Regeneration Finance,Rents,16/06/2022,1907762227,6385.6,Vanguard Holdings Ltd
Manchester City Council,Regeneration Finance,Rents,16/06/2022,1907762229,30696,Vanguard Holdings Ltd
Manchester City Council,Regeneration Finance,Rents,20/06/2022,1907772988,10909.5,The Arch Company Properties Ltd
Manchester City Council,Regeneration Finance,Rents,22/06/2022,5105821690,825,APAM Limited
Manchester City Council,Regeneration Finance,Rents,29/06/2022,5105822618,3849.45,Manchester Health Academy
Manchester City Council,Regeneration Finance,Rents,30/06/2022,1907788179,5990.48,Knight Frank LLP
Manchester City Council,Regeneration Finance,Rates,24/06/2022,5105820997,29180.03,Wythenshawe Forum Trust Ltd
Manchester City Council,Regeneration Finance,Water - Metered,23/06/2022,1907780249,3123.39,Anglian Water Business (National)
Manchester City Council,Regeneration Finance,Water - Metered,23/06/2022,1907780278,712.29,Anglian Water Business (National)
Manchester City Council,Regeneration Finance,Water - Metered,23/06/2022,1907780284,3249.25,Anglian Water Business (National)
Manchester City Council,Regeneration Finance,Water - Metered,23/06/2022,1907780293,759.45,Anglian Water Business (National)
Manchester City Council,Regeneration Finance,Water - Metered,23/06/2022,1907780336,899.75,Anglian Water Business (National)
Manchester City Council,Regeneration Finance,Water - Metered,23/06/2022,1907780363,1230.78,Anglian Water Business (National)
Manchester City Council,Regeneration Finance,Water - Metered,23/06/2022,1907780373,788.2,Anglian Water Business (National)
Manchester City Council,Regeneration Finance,Water - Metered,23/06/2022,1907780382,4012.63,Anglian Water Business (National)
Manchester City Council,Regeneration Finance,Water - Metered,23/06/2022,1907780391,1169.51,Anglian Water Business (National)
Manchester City Council,Regeneration Finance,Water - Metered,23/06/2022,1907780423,1902.88,Anglian Water Business (National)
Manchester City Council,Regeneration Finance,Water - Metered,23/06/2022,1907780434,1287.73,Anglian Water Business (National)
Manchester City Council,Regeneration Finance,Water - Metered,23/06/2022,1907780440,1479.8,Anglian Water Business (National)
Manchester City Council,Regeneration Finance,Water - Metered,23/06/2022,1907780456,1432.98,Anglian Water Business (National)
Manchester City Council,Regeneration Finance,Water - Metered,23/06/2022,1907780457,801.79,Anglian Water Business (National)
Manchester City Council,Regeneration Finance,Water - Metered,23/06/2022,1907780470,15666.44,Anglian Water Business (National)
Manchester City Council,Regeneration Finance,Water - Metered,23/06/2022,1907780481,621,Water Plus Limited
Manchester City Council,Regeneration Finance,Contract Cleaning External,13/06/2022,5105819596,8324.77,Westgrove Support Services Ltd
Manchester City Council,Regeneration Finance,Contract Cleaning External,24/06/2022,5105820997,9024.75,Wythenshawe Forum Trust Ltd
Manchester City Council,Regeneration Finance,Contract Cleaning External,30/06/2022,5105822803,623.04,Westgrove Support Services Ltd
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,09/06/2022,1700134941,-1476.8,PHS Group
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,09/06/2022,1700134954,-1320.8,PHS Group
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,09/06/2022,1700134955,-738.4,PHS Group
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,09/06/2022,1700134957,-738.4,PHS Group
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,09/06/2022,1700134957,-738.4,PHS Group
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,09/06/2022,1907765558,1476.8,PHS Group
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,09/06/2022,1907765561,1320.8,PHS Group
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,09/06/2022,1907765562,738.4,PHS Group
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,09/06/2022,1907765590,738.4,PHS Group
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,09/06/2022,1907765590,738.4,PHS Group
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,09/06/2022,1907765604,1320.8,PHS Group
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,09/06/2022,1907765605,738.4,PHS Group
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,09/06/2022,1907765610,1476.8,PHS Group
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,17/06/2022,1907777222,568,PHS Group
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,21/06/2022,5105820667,877.18,Arrow County Supplies
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,21/06/2022,5105821169,1068.87,Arrow County Supplies
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,23/06/2022,5105821876,3499.74,Mitie Cleaning & Environmental
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,30/06/2022,5105822902,880.6,Arrow County Supplies
Manchester City Council,Regeneration Finance,Sanitary/Medcal Wast,20/06/2022,5105821325,943.33,Initial Medical Services
Manchester City Council,Regeneration Finance,Security,10/06/2022,5105819000,115365.47,MITIE SECURITY LIMITED
Manchester City Council,Regeneration Finance,Security,17/06/2022,5105819940,115365.47,MITIE SECURITY LIMITED
Manchester City Council,Regeneration Finance,Security,20/06/2022,5105819935,136649.53,MITIE SECURITY LIMITED
Manchester City Council,Regeneration Finance,Security,29/06/2022,5105821739,115996.27,MITIE SECURITY LIMITED
Manchester City Council,Regeneration Finance,Security,30/06/2022,5105819652,15581.2,Showsec International Ltd
Manchester City Council,Regeneration Finance,Storage Costs,06/06/2022,5105819193,930.85,XXXData Space Ltd (use 30021328)
Manchester City Council,Regeneration Finance,Storage Costs,06/06/2022,5105819195,543.82,XXXData Space Ltd (use 30021328)
Manchester City Council,Regeneration Finance,Storage Costs,07/06/2022,5105819192,-930.85,XXXData Space Ltd (use 30021328)
Manchester City Council,Regeneration Finance,Storage Costs,07/06/2022,5105819194,-543.82,XXXData Space Ltd (use 30021328)
Manchester City Council,Regeneration Finance,Storage Costs,30/06/2022,5105821953,985.58,XXXData Space Ltd (use 30021328)
Manchester City Council,Regeneration Finance,Hire of Premises,10/06/2022,5105820094,1800,Grove Village Residents association
Manchester City Council,Regeneration Finance,Hire of Premises,21/06/2022,5105821466,20729,The Mechanics Centre Ltd
Manchester City Council,Regeneration Finance,Hire of Premises,22/06/2022,5105821748,3660,Levenshulme Inspire
Manchester City Council,Regeneration Finance,Hire of Premises,28/06/2022,5105822410,3660,Levenshulme Inspire
Manchester City Council,Regeneration Finance,Grounds Maintenance,09/06/2022,5105819356,600,Arboricultural Services Treework
Manchester City Council,Regeneration Finance,Grounds Maintenance,09/06/2022,5105819620,500,Arboricultural Services Treework
Manchester City Council,Regeneration Finance,Grounds Maintenance,17/06/2022,5105820990,1080,Arboricultural Services Treework
Manchester City Council,Regeneration Finance,Grounds Maintenance,24/06/2022,5105821806,3720.69,Mitie Landscapes LTD
Manchester City Council,Regeneration Finance,Grounds Maintenance,24/06/2022,5105821807,3720.69,Mitie Landscapes LTD
Manchester City Council,Regeneration Finance,Grounds Maintenance,24/06/2022,5105821809,3720.69,Mitie Landscapes LTD
Manchester City Council,Regeneration Finance,Grounds Maintenance,27/06/2022,5105821803,595,Countrywide Grounds Maintenance Ltd
Manchester City Council,Regeneration Finance,Taxi Vehicle Materia,21/06/2022,5105821451,3408.95,VIP-System Ltd
