Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452630,"£2,400.00",JOTS CONSULTANCY LTD,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452729,"£2,400.00",JOTS CONSULTANCY LTD,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452736,"£2,400.00",JOTS CONSULTANCY LTD,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452957,"£2,400.00",JOTS CONSULTANCY LTD,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452959,"£2,400.00",JOTS CONSULTANCY LTD,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451813,"£2,346.00",Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452356,"£2,282.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452744,"£2,256.00",NOVUM MANAGEMENT GMBH,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451969,"£2,249.90",HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452051,"£2,222.00",NOVUM MANAGEMENT GMBH,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452620,"£2,153.00",CROWN HOMES,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452943,"£1,893.86",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452345,"£1,884.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451937,"£1,880.00",Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452285,"£1,858.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452079,"£1,823.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452650,"£1,713.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452983,"£1,672.33",S AND S SALES MCR LTD,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907453017,"£1,672.33",S AND S SALES MCR LTD,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452315,"£1,671.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452510,"£1,666.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452087,"£1,663.84",HIE MANCHESTER EAST,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452093,"£1,642.00",Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452843,"£1,636.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452165,"£1,592.87",HIE MANCHESTER EAST,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452903,"£1,547.86",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452461,"£1,536.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452286,"£1,535.86",HIE MANCHESTER EAST,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452638,"£1,530.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452916,"£1,512.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452606,"£1,500.00",CROWN HOMES,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452634,"£1,500.00",CROWN HOMES,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907453014,"£1,470.00",MILTON MANCHESTER HOTE,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451983,"£1,433.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452802,"£1,426.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452370,"£1,413.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452906,"£1,400.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452930,"£1,400.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451725,"£1,398.88",HIE MANCHESTER EAST,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452733,"£1,356.00",Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452190,"£1,352.18",HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452193,"£1,352.18",HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452217,"£1,352.18",HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452223,"£1,352.18",HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452945,"£1,348.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452273,"£1,332.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452330,"£1,332.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451986,"£1,331.90",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452343,"£1,328.00",Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451875,"£1,318.00",EXP BY HOLIDAY INN MEN,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451907,"£1,318.00",EXP BY HOLIDAY INN MEN,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452587,"£1,314.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452154,"£1,308.00",Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451979,"£1,306.93",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451956,"£1,285.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451921,"£1,284.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452148,"£1,266.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452553,"£1,260.00",MILTON MANCHESTER HOTE,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452641,"£1,260.00",MILTON MANCHESTER HOTE,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452651,"£1,260.00",MILTON MANCHESTER HOTE,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452709,"£1,260.00",MILTON MANCHESTER HOTE,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907453004,"£1,260.00",MILTON MANCHESTER HOTE,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451896,"£1,258.00",Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451914,"£1,258.00",Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451913,"£1,244.00",Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452599,"£1,222.93",HIE MANCHESTER EAST,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451796,"£1,188.00",Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452720,"£1,185.94",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452316,"£1,178.00",Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452092,"£1,176.00",Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452112,"£1,176.00",Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452162,"£1,176.00",Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451897,"£1,173.00",Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452337,"£1,162.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451845,"£1,153.00",Premier Inn P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451998,"£1,144.00",HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452597,"£1,124.00",HOTEL MERCURE,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452195,"£1,116.88",HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452113,"£1,112.00",JURYS INN PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451965,"£1,107.00",Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451738,"£1,101.90",HIE MANCHESTER EAST,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452808,"£1,038.00",Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452070,"£1,015.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452718,"£1,013.00",HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452483,£990.00,MILTON MANCHESTER HOTE,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452583,£990.00,MILTON MANCHESTER HOTE,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452923,£986.00,HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452034,£985.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452146,£980.00,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451882,£964.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452497,£962.14,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452336,£942.00,HOTEL MERCURE,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452307,£941.00,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452083,£928.00,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451910,£914.00,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452466,£913.00,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452161,£911.00,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452811,£900.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452669,£900.00,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452738,£898.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452288,£897.33,GAR*HOTEL RES,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451823,£897.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907451846,£884.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",11.11.2021,1907452871,£883.00,HOTEL AT BOOKING.COM,,,,
