Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Amount,Supplier Name
Manchester City Council,Environment and Operations,Postage,10.12.2010,1902388291,1148.25,Royal Mail Group Plc
Manchester City Council,Housing General Fund,Building Works,10.12.2010,1902394094,1450.00,A & K Building Services Ltd
Manchester City Council,Housing General Fund,Building Works,10.12.2010,1902394098,2704.00,REDACTED PERSONAL DATA
Manchester City Council,Housing General Fund,Building Works,10.12.2010,1902394101,3331.00,REDACTED PERSONAL DATA
Manchester City Council,Adult Social Care,Oth Professional Fee,10.12.2010,1902394210,3816.00,Criminal Records Bureau
Manchester City Council,Housing General Fund,Building Works,10.12.2010,1902394226,11900.00,A & K Building Services Ltd
Manchester City Council,Childrens Services,Oth Professional Fee,10.12.2010,1902394233,1101.57,Bromley Hyde & Robinson
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,10.12.2010,1902395006,590.00,De Facto Promotions
Manchester City Council,Housing General Fund,Building Works,10.12.2010,1902395030,4412.14,A & K Building Services Ltd
Manchester City Council,Housing Revenue Account,Surplus property Acquisitions,10.12.2010,1902396323,5760.00,REDACTED PERSONAL DATA
Manchester City Council,Mersey Valley Joint Committee,Water - Metered,10.12.2010,1902396326,1410.28,United Utilities Water Plc
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,10.12.2010,1902397678,1000.00,Didsbury TOC H Rugby Football Club
Manchester City Council,Childrens Services,Compensation Expense,10.12.2010,1902398410,1250.00,REDACTED PERSONAL DATA
Manchester City Council,Adult Social Care,Home Care ,10.12.2010,1902399144,730.27,Enterprise Social Care Ltd
Manchester City Council,Adult Social Care,Home Care ,10.12.2010,1902399144,888.85,Enterprise Social Care Ltd
Manchester City Council,Adult Social Care,Home Care ,10.12.2010,1902399144,1269.25,Enterprise Social Care Ltd
Manchester City Council,Adult Social Care,Home Care ,10.12.2010,1902399144,2266.28,Enterprise Social Care Ltd
Manchester City Council,Adult Social Care,Home Care ,10.12.2010,1902399144,2530.13,Enterprise Social Care Ltd
Manchester City Council,Adult Social Care,Home Care ,10.12.2010,1902399144,2972.76,Enterprise Social Care Ltd
Manchester City Council,Adult Social Care,Home Care ,10.12.2010,1902399144,3556.54,Enterprise Social Care Ltd
Manchester City Council,Adult Social Care,Home Care ,10.12.2010,1902399144,4012.58,Enterprise Social Care Ltd
Manchester City Council,Adult Social Care,Home Care ,10.12.2010,1902399144,4635.29,Enterprise Social Care Ltd
Manchester City Council,Adult Social Care,Home Care ,10.12.2010,1902399144,6650.96,Enterprise Social Care Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,10.12.2010,5100395598,1554.88,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,10.12.2010,5100395600,1300.89,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,10.12.2010,5100395644,1844.58,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Building Works,10.12.2010,5100395660,6570.34,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Building Works,10.12.2010,5100395663,7320.00,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,10.12.2010,5100395664,774.93,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,10.12.2010,5100395668,6388.35,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,10.12.2010,5100395693,6833.32,Capita IT Services (BSF) Limited
Manchester City Council,Chief Executives,Agency staff provision,10.12.2010,5100395705,7153.79,SRA Cover Staff Ltd
Manchester City Council,Childrens Services,Building Works,10.12.2010,5100395717,6238.34,Capita IT Services (BSF) Limited
Manchester City Council,Chief Executives,Agency staff provision,10.12.2010,5100395734,5940.00,Randstad Care
Manchester City Council,Chief Executives,Agency staff provision,10.12.2010,5100395737,1299.57,P S Care
Manchester City Council,Childrens Services,Building Works,10.12.2010,5100395742,6724.50,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Building Works,10.12.2010,5100395756,5617.00,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Building Works,10.12.2010,5100395769,8404.13,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,10.12.2010,5100395775,47681.64,Capita IT Services (BSF) Limited
Manchester City Council,Chief Executives,Agency staff provision,10.12.2010,5100395791,1069.30,SRA Cover Staff Ltd
Manchester City Council,Corporate Services,Fees,10.12.2010,5100395956,2106.00,Cobbetts LLP
Manchester City Council,Section 48,Grant and subscriptions awarded,10.12.2010,5100395975,6244.00,DIY Theatre Company
Manchester City Council,Chief Executives,Agency staff provision,10.12.2010,5100396111,8553.40,Manpower UK Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,10.12.2010,5100396114,786.00,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,10.12.2010,5100396116,5233.88,Capita IT Services (BSF) Limited
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,10.12.2010,5100396377,1014.00,Tarmac Central Ltd
Manchester City Council,Regeneration Finance,Consultants Fees,10.12.2010,5100396399,8559.18,Mace Ltd
Manchester City Council,Childrens Services,Coach Hire,10.12.2010,5100396531,5478.00,Galaxy Cars (Manchester) Limited
Manchester City Council,Childrens Services,Home Care ,10.12.2010,5100396553,19960.00,Manchester Foster Care Association
Manchester City Council,Chief Executives,Hire of Equipment,10.12.2010,5100396726,500.00,Visual Concepts Uk Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,10.12.2010,5100396757,594.00,Sovereign Fencing Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,10.12.2010,5100396757,687.00,Sovereign Fencing Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,10.12.2010,5100396762,3756.20,Sovereign Fencing Ltd
Manchester City Council,Corporate Services,Oth Professional Fee,10.12.2010,5100396883,5490.63,Gill Massey Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,10.12.2010,5100397359,866.25,Pentel Contracts Limited
Manchester City Council,Corporate Services,Oth Professional Fee,10.12.2010,5100397372,3373.00,W T Partnership
Manchester City Council,Housing General Fund,Building Works,10.12.2010,5100397374,73134.66,Reviva Urban Renewal Limited
Manchester City Council,Housing General Fund,Building Works,10.12.2010,5100397375,75782.05,Reviva Urban Renewal Limited
Manchester City Council,Chief Executives,Agency staff provision,10.12.2010,5100397565,30885.21,People Source Consulting
Manchester City Council,Chief Executives,I T Provision,10.12.2010,5100397573,1679.15,Limehouse Software Ltd
Manchester City Council,Childrens Services,Coach Hire,10.12.2010,5100397578,8223.00,REDACTED PERSONAL DATA TC Travel Svs Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,10.12.2010,5100397772,13500.00,Intrinsic Technology Limited
Manchester City Council,Environment and Operations,Equipment,10.12.2010,5100397787,1840.00,Met Engineering Ltd
Manchester City Council,Childrens Services,Coach Hire,10.12.2010,5100397814,42568.00,REDACTED PERSONAL DATA
Manchester City Council,Chief Executives,Printing,10.12.2010,5100397942,516.20,BTC Group
Manchester City Council,Housing General Fund,Building Works,10.12.2010,5100397952,3521.00,"Groundwork Manchester, Salford"
Manchester City Council,Childrens Services,Coach Hire,10.12.2010,5100397958,5390.00,REDACTED PERSONAL DATA
Manchester City Council,Housing Revenue Account,Heating Repairs,10.12.2010,5100397963,774.83,Utilicom Ltd
Manchester City Council,Childrens Services,Coach Hire,10.12.2010,5100397996,850.00,Executive Travell
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,10.12.2010,5100398079,81546.97,GB Building Solutions Ltd
Manchester City Council,Chief Executives,Oth Professional Fee,10.12.2010,5100398081,2000.00,AllAboutAudiences
Manchester City Council,Corporate Services,Consultants Fees,10.12.2010,5100398106,6842.50,GVA Grimley Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,10.12.2010,5100398111,1563.00,Ove Arup & Partners Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,10.12.2010,5100398114,1389.00,Ove Arup & Partners Ltd
Manchester City Council,Corporate Services,Consultants Fees,10.12.2010,5100398129,3895.00,GVA Grimley Ltd
Manchester City Council,Corporate Services,Legal Fees,10.12.2010,5100398151,5992.50,REDACTED PERSONAL DATA
Manchester City Council,Chief Executives,Agency staff provision,10.12.2010,5100398160,1624.92,Carepath Recruitment
Manchester City Council,Chief Executives,Agency staff provision,10.12.2010,5100398163,799.20,Carepath Recruitment
Manchester City Council,Regeneration Finance,Payments for services,10.12.2010,5100398174,2500.00,Bike Right
Manchester City Council,Chief Executives,I T Provision,10.12.2010,5100398178,555.20,Resolute Systems Ltd
Manchester City Council,Childrens Services,Payments for services,10.12.2010,5100398309,1935.00,Greater Manchester Youth
Manchester City Council,Environment and Operations,Oth Professional Fee,10.12.2010,5100398311,640.00,Staffordshire County Council
Manchester City Council,Environment and Operations,Oth Professional Fee,10.12.2010,5100398313,2143.50,Staffordshire County Council
Manchester City Council,Corporate Services,Computer Purchases,10.12.2010,5100398342,29760.00,Ws Atkins (Services) Ltd
Manchester City Council,Corporate Services,Computer Purchases,10.12.2010,5100398352,4650.00,Ws Atkins (Services) Ltd
Manchester City Council,Manchester Leisure,Equipment,10.12.2010,5100398356,1140.00,Kensite Services Ltd
Manchester City Council,Corporate Services,Oth Professional Fee,10.12.2010,5100398360,3150.00,LaSande Ltd
Manchester City Council,Hospitality + Trading Services,Security Costs,10.12.2010,5100398369,341593.54,Group 4 Total Security Ltd T/A G4S
Manchester City Council,Chief Executives,Grant and subscriptions awarded,10.12.2010,5100398406,21978.00,Nacro Services
Manchester City Council,Housing Revenue Account,CD - Adaptations,10.12.2010,5100398426,2891.70,Rampcraft Access Ramps
Manchester City Council,Chief Executives,Agency staff provision,10.12.2010,5100398460,542.40,MTRP Ltd
Manchester City Council,Highways Services,Legal Fees,10.12.2010,5100398501,569.88,REDACTED PERSONAL DATA
Manchester City Council,Corporate Services,Refuse Collection ex,10.12.2010,5100398510,1513.00,Enterprise Manchester Partnership
Manchester City Council,Corporate Services,Legal Fees,10.12.2010,5100398515,793.50,Mace & Jones
Manchester City Council,Chief Executives,Printing,10.12.2010,5100398547,1705.00,Nectar Creative Ltd
Manchester City Council,Highways Services,Oth Professional Fee,10.12.2010,5100398548,1320.00,City Illuminations Ltd
Manchester City Council,Chief Executives,Building Works,10.12.2010,5100398567,2517.98,Mpulse Ltd
Manchester City Council,Childrens Services,Oth Professional Fee,10.12.2010,5100398577,19016.00,Education Business Solutions
Manchester City Council,Environment and Operations,Oth Professional Fee,10.12.2010,5100398590,1190.00,City Illuminations Ltd
Manchester City Council,Corporate Services,Oth Professional Fee,10.12.2010,5100398596,2362.50,Edmond Shipway
Manchester City Council,Environment and Operations,Third Party Payments relating to Street Scene Work,10.12.2010,5100398600,8925.00,City Illuminations Ltd
Manchester City Council,Corporate Services,Tracing fees,10.12.2010,5100398601,945.50,Experian Limited
Manchester City Council,Chief Executives,Oth Professional Fee,10.12.2010,5100398672,4000.00,University Of Central Lancashire
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,10.12.2010,5100398695,18173.02,Carlton Fuels Ltd
Manchester City Council,Environment and Operations,Car Parking Permits,10.12.2010,5100398708,1875.00,Northern Way Properties Limited
Manchester City Council,Environment and Operations,Car Parking Permits,10.12.2010,5100398710,25706.25,Northern Way Properties Limited
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,10.12.2010,5100398718,500.00,Glendale Managed Services
Manchester City Council,Housing Revenue Account,I T Provision,10.12.2010,5100398727,895.00,Civica UK Ltd
Manchester City Council,Manchester Leisure,Grounds Maintenance,10.12.2010,5100398728,562.69,Glendale Managed Services
Manchester City Council,Manchester Leisure,Grounds Maintenance,10.12.2010,5100398738,5858.58,Glendale Managed Services
Manchester City Council,Manchester Leisure,Grounds Maintenance,10.12.2010,5100398739,9848.48,Glendale Managed Services
Manchester City Council,Chief Executives,Infra - Construction,10.12.2010,5100398887,1920.67,Colas Limited
Manchester City Council,Chief Executives,Infra - Construction,10.12.2010,5100398894,6408.04,Colas Limited
Manchester City Council,Chief Executives,Infra - Construction,10.12.2010,5100398898,12596.90,Colas Limited
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,10.12.2010,5100398917,1375.00,Elliott Hire
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,10.12.2010,5100398921,1375.00,Elliott Hire
Manchester City Council,Chief Executives,Oth Professional Fee,10.12.2010,5100398924,900.00,Idox Software Ltd
Manchester City Council,Hospitality + Trading Services,Other Vehicle Costs,10.12.2010,5100398928,10980.00,Bri-Stor Sytems
Manchester City Council,Hospitality + Trading Services,Other Vehicle Costs,10.12.2010,5100398932,14558.32,Bri-Stor Sytems
