Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,,
Manchester City Council,Chief Executives,Examination Fees,10.10.2018,5100999359,"£1,605.00",ROAR Forensics Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,10.10.2018,5100999291,"£1,700.00",Peter Douglass Platforms,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,10.10.2018,5100999292,"£1,200.00",Peter Douglass Platforms,,,,,
Manchester City Council,Manchester Leisure,Contract Cleaning External,10.10.2018,5100998763,"£3,283.25",Scrutiny Cleaning Services,,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,10.10.2018,5100998764,"£4,813.20",Scrutiny Cleaning Services,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,10.10.2018,5100999000,"£8,240.00",Planit,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,10.10.2018,5100999431,£510.48,SIG Roofing Supplies,,,,,
Manchester City Council,Manchester Leisure,Professional fees,10.10.2018,5100993620,£946.90,Vetspeed Ltd t/a Novus Environmenta,,,,,
Manchester City Council,Corporate Services,Professional fees,10.10.2018,5100999305,"£1,696.35",Keelagher Okey Associates Ltd t/a,,,,,
Manchester City Council,Corporate Services,Professional fees,10.10.2018,5100999303,"-£1,696.35",Keelagher Okey Associates Ltd t/a,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,10.10.2018,5100999289,"£498,000.00","CGL - Change, Grow, Live",,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,10.10.2018,5100999318,"£44,308.08","CGL - Change, Grow, Live",,,,,
Manchester City Council,Adult Social Care,Professional fees,10.10.2018,5100999282,"£2,650.00",Independent Life Solutions,,,,,
Manchester City Council,Corporate Services,Heart of Manchester Bid,10.10.2018,5100999219,"£400,000.00",Heart of Manchester BID Co Ltd,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,10.10.2018,5100999405,£896.76,Vista Panels Ltd,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,10.10.2018,5100999373,£686.26,Vista Panels Ltd,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,10.10.2018,5100999443,£684.41,Vista Panels Ltd,,,,,
Manchester City Council,Chief Executives,Advertising,10.10.2018,1906228019,£561.66,Facebook (CARD ONLY),,,,,
Manchester City Council,Chief Executives,Advertising,10.10.2018,1906227659,£543.80,Facebook (CARD ONLY),,,,,
Manchester City Council,Chief Executives,Advertising,10.10.2018,1906227462,£542.18,Facebook (CARD ONLY),,,,,
Manchester City Council,Chief Executives,Advertising,10.10.2018,1906227342,£517.90,Facebook (CARD ONLY),,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,10.10.2018,5100999385,£926.64,IG Doors Ltd,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,10.10.2018,5100999386,£523.58,IG Doors Ltd,,,,,
Manchester City Council,Manchester Leisure,Special Events,10.10.2018,5100999323,"£1,170.00",The Circus House,,,,,
Manchester City Council,Corporate Services,Professional fees,10.10.2018,5100999075,"£2,020.00",Lucion Environmental Ltd,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,10.10.2018,5100999284,"£2,221.00",Nelson Transport,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,10.10.2018,5100998085,£541.66,Wythenshawe Community Housing Group,,,,,
Manchester City Council,Chief Executives,Agency staff provision,10.10.2018,5100998985,"£14,157.16",Cadence Resourcing Ltd,,,,,
Manchester City Council,Manchester Leisure,Professional fees,10.10.2018,5100999301,£700.00,Redacted Personal Information,,,,,
Manchester City Council,Manchester Leisure,Professional fees,10.10.2018,5100999388,"-£1,500.00",Redacted Personal Information,,,,,
Manchester City Council,Manchester Leisure,Professional fees,10.10.2018,5100999388,"-£3,500.00",Redacted Personal Information,,,,,
Manchester City Council,Adult Social Care,Rents,10.10.2018,5100999384,"£5,865.76",Eeven Homes Ltd.,,,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,10.10.2018,5100999092,"£2,080.00",Redacted Personal Information,,,,,
Manchester City Council,Adult Social Care,Supported Accommodation,10.10.2018,5100999439,£930.00,White Lodge Hotel,,,,,
Manchester City Council,Adult Social Care,Rents,10.10.2018,5100999347,"£2,346.22",AJD Property Limited,,,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,10.10.2018,5100997460,£780.00,Cheshire Scaffolds Ltd,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,10.10.2018,5100999440,"£5,162.92",Rixonway Kitchens Limited,,,,,
Manchester City Council,Adult Social Care,Personal needs of client,10.10.2018,5100999268,"£2,255.60",Direct Healthcare Group Ltd,,,,,
Manchester City Council,Adult Social Care,Professional fees,10.10.2018,5100998570,"£4,800.00",AJM Robertson Consulting Ltd,,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,10.10.2018,5100999345,"£58,594.35",CMS Cameron McKenna,,,,,
Manchester City Council,Manchester Leisure,Equipment,10.10.2018,1906223887,"£5,930.00",Made.com Design Ltd,,,,,
Manchester City Council,Manchester Leisure,Equipment,10.10.2018,1906227353,"£4,680.00",HTTP://WWW.GALATENT.CO,,,,,
Manchester City Council,Manchester Leisure,Professional fees,10.10.2018,1906227465,£997.00,FRIENDS HOUSE,,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,10.10.2018,1906228108,"£2,793.30",RILEY DUNN & WILSO,,,,,
Manchester City Council,Manchester Leisure,Special Events,10.10.2018,1906223192,"£1,057.88",Platt Claremont Residents,,,,,
Manchester City Council,Manchester Leisure,Special Events,10.10.2018,1906222143,£600.00,Ri Ri's Dance Academy,,,,,
Manchester City Council,Hospitality + Trading Services,Stationery,10.10.2018,1906227649,£595.93,SUK RETAIL LTD,,,,,
Manchester City Council,Adult Social Care,Vehicle Parts and Spares,10.10.2018,1906227393,"£1,134.00",CAR AUDIO & ACCESSORIE,,,,,
Manchester City Council,Adult Social Care,Travel,10.10.2018,1906227513,£737.00,HOLIDAY PAYMENT VRUK,,,,,
Manchester City Council,Adult Social Care,Building Materials for direct delivery,10.10.2018,1906227934,£648.00,AO RETAIL LIMITED,,,,,
Manchester City Council,Adult Social Care,Professional fees,10.10.2018,1906227418,"£1,747.00",PROPERTY PLUS,,,,,
Manchester City Council,Adult Social Care,Professional fees,10.10.2018,1906227392,"£1,100.00",BRENTWOOD LETTINGS LTD,,,,,
Manchester City Council,Adult Social Care,Professional fees,10.10.2018,1906228145,£650.00,IZ *RENT SOLUTIONS,,,,,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,10.10.2018,1906227839,"£1,449.00",STAY INN HOTEL MANCHES,,,,,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,10.10.2018,1906227627,"£1,037.00",HOLIDAYINN E MANCAIRPO,,,,,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,10.10.2018,1906227359,£944.00,HOLIDAY COTTAGES,,,,,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,10.10.2018,1906227384,£698.45,STAY INN HOTEL MANCHES,,,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,10.10.2018,1906227401,£547.00,PREMIER INN44020530,,,,,
Manchester City Council,Adult Social Care,Payments for services,10.10.2018,1906227985,£854.00,PREMIER INN44014985,,,,,
Manchester City Council,Adult Social Care,Payments for services,10.10.2018,1906227321,£830.00,PREMIER INN44521300,,,,,
Manchester City Council,Adult Social Care,Payments for services,10.10.2018,1906228138,£820.00,PREMIER INN44013615,,,,,
Manchester City Council,Adult Social Care,Payments for services,10.10.2018,1906227317,£767.00,PREMIER INN 44531690,,,,,
Manchester City Council,Adult Social Care,Payments for services,10.10.2018,1906228135,£750.00,PREMIER INN44521300,,,,,
Manchester City Council,Adult Social Care,Payments for services,10.10.2018,1906227987,£506.50,PREMIER INN44014985,,,,,
Manchester City Council,Adult Social Care,Compensation Payments,10.10.2018,1906227295,"£1,012.00",NATIONALITY DIRECTORAT,,,,,
Manchester City Council,Chief Executives,Training and Development,10.10.2018,1906228011,£800.00,CILEX LAW SCHOOL LIMIT,,,,,
Manchester City Council,Chief Executives,Meeting Refreshments,10.10.2018,1700083907,-£583.33,AAT Leisure,,,,,
Manchester City Council,Chief Executives,Printing,10.10.2018,1906227919,"£2,292.98",CONTROLACCOUNT,,,,,
Manchester City Council,Chief Executives,Professional fees,10.10.2018,1906227435,£900.00,WWW.PRCA.ORG.UK,,,,,
Manchester City Council,Chief Executives,Professional fees,10.10.2018,1906227873,£680.00,CHARTERED INST OF LEGA,,,,,
Manchester City Council,Chief Executives,Professional fees,10.10.2018,1906228158,£600.89,INDEED,,,,,
Manchester City Council,Chief Executives,Professional fees,10.10.2018,1906227835,£576.87,EB *THE WESTCO ACADEMY,,,,,
Manchester City Council,Chief Executives,Hospitality,10.10.2018,1906227656,"£1,030.00",THE CASTLEFIELD ROOMS,,,,,
Manchester City Council,Regeneration Finance,Planning Application Fees,10.10.2018,1700083909,-£580.00,InLink Limited,,,,,
Manchester City Council,Adult Social Care,Payments for services,11.10.2018,5100999730,"£37,081.20",The Together Trust,,,,,
Manchester City Council,Adult Social Care,Payments for services,11.10.2018,5100999729,"£33,481.60",The Together Trust,,,,,
Manchester City Council,Adult Social Care,Payments for services,11.10.2018,5100999644,"£28,774.20",The Together Trust,,,,,
Manchester City Council,Adult Social Care,Payments for services,11.10.2018,5100999557,"£23,093.33",The Together Trust,,,,,
Manchester City Council,Adult Social Care,Payments for services,11.10.2018,5100999600,"£3,975.00",The Together Trust,,,,,
Manchester City Council,Adult Social Care,Payments for services,11.10.2018,5100999559,"£1,068.00",The Together Trust,,,,,
Manchester City Council,Adult Social Care,Payments for services,11.10.2018,5100999742,£737.30,The Together Trust,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,11.10.2018,5100999803,"£15,259.00",Pollock Lifts Ltd,,,,,
Manchester City Council,Adult Social Care,Furniture,11.10.2018,5100999631,"£1,017.00",The Furnishing Service Ltd,,,,,
Manchester City Council,Adult Social Care,Furniture,11.10.2018,5100999658,£833.80,The Furnishing Service Ltd,,,,,
Manchester City Council,Adult Social Care,Furniture,11.10.2018,5100999633,£772.90,The Furnishing Service Ltd,,,,,
Manchester City Council,Adult Social Care,Furniture,11.10.2018,5100999649,£695.00,The Furnishing Service Ltd,,,,,
Manchester City Council,Adult Social Care,Furniture,11.10.2018,5100999655,£633.00,The Furnishing Service Ltd,,,,,
Manchester City Council,Adult Social Care,Furniture,11.10.2018,5100999664,£598.08,The Furnishing Service Ltd,,,,,
Manchester City Council,Corporate Services,Printing,11.10.2018,5100998653,"£2,010.00",Mail Solutions,,,,,
Manchester City Council,Corporate Services,Postage,11.10.2018,5100999409,£612.29,Royal Mail Group Plc,,,,,
Manchester City Council,Adult Social Care,Furniture,11.10.2018,5100999932,£695.90,Eps Supplies Ltd,,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,11.10.2018,5100999977,"£1,296.25",Clearway Drainage Systems Ltd,,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,11.10.2018,1906223381,"£1,648.10",Martin-Lavell Limited,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,11.10.2018,5100999563,£913.28,Aggregate Industries T/A Kennedy As,,,,,
Manchester City Council,Adult Social Care,Training and Development,11.10.2018,5100999783,£588.00,Luther King House Educational Trust,,,,,
Manchester City Council,Adult Social Care,Rents,11.10.2018,5100999751,"£60,195.26",B & A Properties,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,11.10.2018,5100999287,"£2,242.00",Saltax Ltd,,,,,
Manchester City Council,Manchester Leisure,Professional fees,11.10.2018,5100999582,"£9,624.69",The Manchester College,,,,,
Manchester City Council,Manchester Leisure,Professional fees,11.10.2018,5100999582,"£8,820.94",The Manchester College,,,,,
Manchester City Council,Adult Social Care,Supported Accommodation,11.10.2018,5100999138,"£2,769.20",Northgate Public Services (UK) Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,11.10.2018,5100999735,£829.38,R & M Developments Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,11.10.2018,5100999736,£829.38,R & M Developments Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,11.10.2018,5100999739,£790.49,R & M Developments Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,11.10.2018,5100999743,£790.49,R & M Developments Ltd,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,11.10.2018,5100999507,"£10,867.50",Salvation Army Housing Association,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,11.10.2018,5100999511,"£10,867.50",Salvation Army Housing Association,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,11.10.2018,5100999514,"£10,867.50",Salvation Army Housing Association,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,11.10.2018,5100999496,"£3,333.33",Salvation Army Housing Association,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,11.10.2018,5100999499,"£3,333.33",Salvation Army Housing Association,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,11.10.2018,5100999503,"£3,333.33",Salvation Army Housing Association,,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,11.10.2018,1906223429,£510.10,Azhar Enterrprises,,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,11.10.2018,1906223428,£500.10,Azhar Enterrprises,,,,,
Manchester City Council,Regeneration Finance,Hire of Machinery,11.10.2018,5100997993,"£1,083.35",Portakabin Ltd,,,,,
Manchester City Council,Highways Services,Tipping Charges - Tonnage,11.10.2018,5100999467,"£1,337.76",J.Hopkins (Contractors) Ltd.,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,11.10.2018,1906228838,"£1,079.23",Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,11.10.2018,1906228879,"£1,053.64",Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,11.10.2018,1906228901,£993.68,Brake Bros Foodservice Ltd,,,,,
